erp_item_code,item_description,division,department,category,sub_category,class_name,brand
6010010001,AERO CHAMBER  Z  0-18 MOS ORANGE,WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6560030359,LIMITLESS ALLZYME ORIGINAL TAB 20'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF, ORAL PAIN RELIVERS,ADULT PAIN RELIVERS,LIMITLESS ALLZYME MAX
6010010002,AERO CHAMBER Z 1-5 YRS YELLOW,WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6560030358,LIMITLESS ALLZYME ORIGINAL TAB 30'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF, ORAL PAIN RELIVERS,ADULT PAIN RELIVERS,LIMITLESS ALLZYME ORIGINAL
6010010003,AERO CHAMBER  Z  5+ YRS BLUE,WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6650030033,MYOREST PLUS CREAM 100 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,MASSAGE ESSENTIALS,MYOREST
6650030025,RADIAN MASSAGE CREAM-100GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,MASSAGE ESSENTIALS,RADIAN MASSAGE
6650030026,RADIAN MASSAGE CREAM-40GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,MASSAGE ESSENTIALS,RADIAN MASSAGE
6650030242,RAPID-CLAW MASSAGE CREAM 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,MASSAGE ESSENTIALS,BABY FOOT
6560180329,MOVE ON ADVANCE 100 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6650030014,MOOV MUSCLES PAIN RELIF 100 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOOV
6650030015,MOOV MUSCLES PAIN RELIF 50 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOOV
6010010064,PHILIPS CPAP AUTO W/ MASK FREE (INX500H15),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,CPAP,VITALAIRE
6010010065,PHILIPS BIPAP AUTO W/ MASK FREE (INX700H15),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,BIPAP,VITALAIRE
6650030228,MOVE ON CREAM 100 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6560180332,MOVE ON CREAM 250 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6650030229,MOVE ON CREAM 50 GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6560180330,MOVE ON FREEZ GEL 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6560180331,MOVE ON FREEZ SPRAY 200 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6650030231,MOVE ON SPRAY 200 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,MOVE ON
6010010101,AERO CHAMBER SMALL (ORANGE),WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6010010102,AERO CHAMBER MEDIUM (YELLOW),WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6560180345,NOORTRYPSIN GEL 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,NOORTRYPSIN
6010010111,AERO CHAMBER LARGE (BLUE),WELLNESS,HOME HEALTH CARE,HOME PATIENT CARE,MEDICAL DISPOSABLES,EQUIPMENT,AEROCHAMBER
6010010113,PHILIPS BIPAP S/T (INX1030H19),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,BIPAP,VITALAIRE
6650030212,PEROZIN EU 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,PERUZEN
6650030241,PIC ICE SPRAY 150 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,PIC
6650030221,POLAR FROST COLD GEL 150 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,POLAR
6650030222,POLAR FROST COLD SPRAY 200 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,POLAR
6560180303,RADIAN ICE GEL 150 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,RADIAN MASSAGE
6560180304,RADIAN ICE GEL ROLL 75 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,RADIAN MASSAGE
6560180277,AVALON ACTIV COLD ROLL ON 59 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,AVALON
6560180278,AVALON ACTIV COLD SPRAY 118 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,AVALON
6560180275,AVALON ACTIV ORIGINAL SPRAY 118 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,AVALON
6650030002,AVALON ACTIV PAIN RELIEF CR 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,AVALON
6650030243,AVALON ACTIV PAIN RELIEF CR 150 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,AVALON
6560180314,BIOCOOL COOLING GEL ROLL 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,BIOCOOL
6560180313,BIOCOOL COOLING GEL TUBE 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,BIOCOOL
6650030210,BIOSERV RHEUMAGEL GEL 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,BIOSERV
6560020126,CELADRIN JOINT CR 100 ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,CELADRIN
6720110014,COMFORT CR 100 G,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,COMFORT
6010010153,BEURER LR 401/400 AIR PURIFER,WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,AIR FRESHNER,AIR PURIFIER,BEURER
6650030006,DEEP HEAT RUB-100GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,DEEP HEAT
6650030007,DEEP HEAT RUB-35GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,DEEP HEAT
6650030008,DEEP HEAT RUB-67GM,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,DEEP HEAT
6650030009,DEEP HEAT SPRAY-150ML,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL APPLICATIONS,DEEP HEAT
6310040407,FIRST STEP CAPSICUM PLASTER,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,FIRST STEP
6650010060,SANITAYAKI CAPSICUM PLASTER 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SANITAYAKI
6650010181,SILVA TIGER PLASTER COOL 2'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6650010184,SILVA TIGER PLASTER KNEE 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6650010179,SILVA TIGER PLASTER MINT 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6010030012,RESMED CPAP AUTO W/ MASK FREE (37266),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,CPAP,RESMED
6650010180,SILVA TIGER PLASTER MOVE 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6010030013,RESMED BIPAP AUTO W/ MASK FREE (37267),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,BIPAP,RESMED
6650010183,SILVA TIGER PLASTER NECK 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6650010178,SILVA TIGER PLASTER ORIGINAL 1'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6650010182,SILVA TIGER PLASTER RED 2'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SILVA
6010030022,PRISMA CPAP AUTO SMART MAX (LMT31960VA-1210),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,CPAP,VITALAIRE
6010030023,BMC BIPAP AUTO W/ MASK FREE (G3B25A),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,BIPAP,BMC
6560180310,MYOREST PLUS PATCH 3'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,MYOREST
6390050008,PARAID COOLING PATCH KIDS 4'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,PARAID
6650010161,PHARMAPLAST MENTHO PATCH COLD 5'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,PHARMAPLAST
6650010162,PHARMAPLAST MENTHO PATCH HOT 5'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,PHARMAPLAST
6390050010,PHARMAPLAST TEMPO COOL PATCH 4'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,PHARMAPLAST
6650010173,SALONPAS HOT PATCH LARGE (10*14) 3`S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SALONPAS
6650010054,SALONPAS PATCH LARGE 2'S (25),WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SALONPAS
6650010056,SALONPAS PATCH PAIN RELIVE GREEN 1'S (5),WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SALONPAS
6650010122,SALONPAS PATCH PAIN RELIVE HOT 1'S (5),WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SALONPAS
6010030041,AIR FILTER (900PT913),WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,AIR FRESHNER,AIR PURIFIER,AIR FILTER
6650010057,SALONPAS PATCH SMALL 20'S (10),WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,SALONPAS
6010030046,BMC AUTO CPAP W/ DREAMWEAR MASK (G3A20),WELLNESS,HOME HEALTH CARE,RESPIRATORY DEVICES,SLEEP APNEA DEVICES,CPAP,BMC
6650010175,ACTIPATCH PAIN RELIEF 1 DEVICE,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,ACTIPATCH
6020010479,BUPIVACAINE 0.5% VIAL 10ML -1'S(N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,NON-REG
6560180328,BTN FAR INFRARED PAIN RELIEF PATCH,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,BTN
6650010154,DEEP FREEZE PATCHES 4'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,DEEP HEAT
6650010153,DEEP HEAT PATCHES 4'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,DEEP HEAT
6650010187,FIRST STEP COOLING GEL PATCH FOR ADULT 4'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,FIRST STEP
6650010186,"HEALTH, SMART DR COOL FEVER PATCH 5'S",WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,"HEALTH, SMART DR COOL"
6650010168,HEAT BACK PAIN RELIFE PATCH 2'S,WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,HEAT
6650010170,"HEAT NECK, SHOULDER PAIN RELIFE PATCH 2'S",WELLNESS,HOME REMEDIES,MASSAGE & PAIN RELIEF,TOPICAL PAIN RELIVERS,TOPICAL PATCHES,HEAT
7080010094,GO TRAVEL GO868.101 CLASSIC TRAVEL FOLDAWAY BAG BLACK,WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,LUGGAGE, BAG,GO TRAVEL
7080010086,"GO TRAVEL GO603.101 RFID WAIST WALLET MONEY, DOCUMENT HOLDERS GREY",WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,TRAVEL ACCESSORIES, BAG,GO TRAVEL
7080010088,"GO TRAVEL GO676.101 RFID PASSPORT SLIP MONEY,DOCUMENT HOLDERS BLUE",WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,TRAVEL ACCESSORIES, BAG,GO TRAVEL
6020020001,ANEXATE 0.5 MG INJ AMP 1'S,MEDICINE,INPATIENT,SYSTEMIC ANTI INFECTIVES,ANTIMALARIAL,ANTIMALARIAL,ANEXATE
7080010093,GO TRAVEL GO865.101 CLASSIC FOLDWAY TRAVEL BAG BLACK,WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,TRAVEL ACCESSORIES, BAG,GO TRAVEL
6020020003,SUGAMMADEX -(BRIDION) 100 MG / ML VIAL 2 ML-1'S,MEDICINE,INPATIENT,HOSPITAL MEDICINES,DRUGS FOR POISONING,ANTIDOTE,BRIDION
7080010076,GO TRAVEL GO344.101 COMBI TWIN PADLOCKS TSA ORANGE,WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,TRAVEL ACCESSORIES, PADLOCKS,GO TRAVEL
7080010077,GO TRAVEL GO344.102 COMBI TWIN PADLOCKS TSA YELLOW,WELLNESS,HOME HEALTH CARE,LIFESTYLE AND WELLBEING,TRAVEL ACCESSORIES, SECURITY BAG,GO TRAVEL
6500130261,Leqembi (LECANEMAB) 100 mg/ml (2ML) VIAL 1'S,MEDICINE,INPATIENT,NERVOUS SYSTEM,ANTI ALZHEIMER PRODUCTS, MONOCLONAL ANTIBODY ,LEQEMBI
6020030001,ATACURE 50 MG/ 5 ML INJ 5'S,MEDICINE,INPATIENT,NEUROLOGICAL DISORDERS,CENTRAL MUSCLE RELAXANTS,CENTRAL MUSCLE RELAXANTS,ATACURE
6020030002,NIMBEX 2MG/ML -10 ML VIAL- 5'S,MEDICINE,INPATIENT,NEUROLOGICAL DISORDERS,CENTRAL MUSCLE RELAXANTS,CENTRAL MUSCLE RELAXANTS,NIMBEX
7110040010,ARGIMINE SYRUP 220 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,ARGIMINE
6020030027,CIS-TAC 2MG/ML -5 ML AMP- 5'S,MEDICINE,INPATIENT,NEUROLOGICAL DISORDERS,CENTRAL MUSCLE RELAXANTS,CENTRAL MUSCLE RELAXANTS,CIS-TAC
6410120162,ARGITONE SYRUP 100 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,ARGITONE
6020030028,SISACURE 2MG/ML -10 ML AMP- 5'S,MEDICINE,INPATIENT,NEUROLOGICAL DISORDERS,CENTRAL MUSCLE RELAXANTS,CENTRAL MUSCLE RELAXANTS,SISACURE
7110030217,AUMIVIT SYRUP 200ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,AUMIVIT
7110180008,Baby Twist D3 ORAL 400IU 100'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,BABY TWIST
6020040004,MARCAINE 0.5% HEAVY 4ML 5'S (N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,NON-REG
6410120153,BABY-FERRIN ORAL DROP 60ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,BABY FERRIN
6020040006,METHYLENE BLUE 1% -5ML (N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,DRUGS FOR POISONING,ANTIDOTE,NON-REG
6320014278,COLO STICK PLUS COLOSTRUM POWDER 10'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,COLO STICK
6320014279,COLO STICK PLUS COLOSTRUM POWDER 30'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,COLO STICK
6790021118,EARTH CREATION GUMMY BEARS KIDS MULTIVITAMINS 60'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,EARTH CREATION
6790030185,EARTH CREATION KIDS OMEGA WITH DHA GUMMY 60'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,EARTH CREATION
6020060001,DESFLURANE (SUPRANE) - 240ML,MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,SUPRANE
6020060002,ETOMIDATE 2MG/ML VIAL 10ML INJ 1'S(N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,NON-REG
6020060006,SEVOFLURANE (DRIED) SOLUTION,MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,SEVOFLURANE
7110030185,HAPPY GUMMY MVIT FOR KIDS KIT (2+1),WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,HAPPY GUMMY MVIT
6020060008,TEKEM-50MG INJECTION-1'S(KETAMIN),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,TEKEM
6790020920,HASH MARTIANS GUMMY BONACTIV,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,HASHPHARMA
6790020921,HASH MARTIANS GUMMY ECHINACCEA,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,HASHPHARMA
6020060074,HALURAN (SEVOFLURANE) INH LIQ 250 ML,MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,HALURAN
6410120015,Hi C SYR 120ML(DIS),WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,HI C
6020060080,PROPOFOL-(DIPRIVAN) 10MG/ML (IM/IV) VIAL 20ml 1'S,MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,DIPRIVAN
6020060085,KETAMIN LABATEC SOL INJ 500MG/10ML 1'S (N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,NON-REG
6020060087,KETAMIN 50MG/10ML AMP 1'S(N),MEDICINE,INPATIENT,HOSPITAL MEDICINES,ANAESTHETICS,ANAETHETICS,NON-REG
6020070001,DORMICUM -(MIDAZOLAM 5MG/ML) 15 MG / 3 ML AMP -1'S,MEDICINE,INPATIENT,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,DORMICUM
6790030205,IMOTONE STICK 30'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,IMOTONE
6020070012,REMIFENTANIL (ULTIVA) INJ 5MG/5ML -1'S,MEDICINE,INPATIENT,NERVOUS SYSTEM,CONTROLLED MEDICATION,CONTROLLED MEDICATION,ULTIVA
6580010560,IMUNO BC JUNIOR SUSP 125ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,IMUNO
6020080002,NEOSTIGMINE 2.5 MG / ML INJ 1'S,MEDICINE,INPATIENT,HOSPITAL MEDICINES,ACETYLCHOLINESTERASE INHIBITOR,ACETYLCHOLINESTERASE INHIBITOR,NEOSTIGMINE
7110110024,IRON GUMMIES STRAWBERRY FLVR 30'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,IRON GUMMIES
6030010001,FID FAD-ANTI STATIC SPRAY-300ML,PERSONAL CARE,HYGENIC AND HOUSEHOLD PRODUCTS,HYGENIC PRODUCTS,DISINFECTANT,DISINFECTANT,FID FAD
7110070015,IRO-VIT ORAL DROP 30ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,IRO-VIT
6040010005,COTTON BUDS-200'S(NOBNOB),BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,CHANNELMED
6040010009,JJ COTTON BUDS-100'S,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,JOHNSON & JOHNSON
6040010010,JJ COTTON BUDS-200'S,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,JOHNSON & JOHNSON
6040010014,PGN 201000338 COTTON SWABS 100PCS,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,PIGEON
6040010015,PGN 201000339 COTTON SWABS - 200'S,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,PIGEON
6040010016,PGN 201000340 COTTON SWABS 100'S,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,PIGEON
7110040008,KIDDIE MVT CHEW GEL 30'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,KIDDIE MVT
6040010017,PGN 201000341 COTTON BALLS,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,PIGEON
6400091203,KIDIGROW SAC 30'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,KIDIGROW
6040010018,SANITA CHARM EAR BUDS 100,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,SANITA
7110030065,KIDIVIT SYR 150 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,KIDIVIT
6040010019,SANITA CHARM EAR BUDS ROUND 200,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,SANITA
6040010020,SANITA CHARM SAFETY BABY BUDS 50,BEAUTY,COSMETIC,BEAUTY ACCESSORIES,FACE TOOLS,COTTON,SANITA
7110040022,KIDS PLUS SYR 200 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,KIDS PLUS
7110030199,KIDZAVIT TEF 20'S,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,KIDZAVIT TEF
7110120004,MALTIVIT CARE SYR 150ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,MALTIVIT
7110040014,MARTIANS BONN ACTIVE SYRUP 125 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,MARTIANS
7110040015,MARTIANS EVERYDAY ACTIVE SYRUP 150 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,MARTIANS
7110040018,MARTIANS EVERYDAY MULTIVIT DROP 50 ML,WELLNESS,NUTRACEUTICALS AND NUTRITION,KIDS HEALTH,KIDS VITAMINS AND MINERALS,A TO Z VITAMINS,MARTIANS
